,Date,Sales,Revenue,Revenue Goal,Margin,Margin Goal,Customers
865,16/05/2019,755,99606.95,93081.26,6.29,5.39,2649
866,17/05/2019,747,101997.88,87781.7,5.48,5.77,2363
867,18/05/2019,767,97409.84,93506.65,5.3,5.47,2228
868,19/05/2019,651,88698.85,118262.7,5.35,5.61,2085
869,20/05/2019,952,117084.18,82133.37,5.64,5.53,3572
870,21/05/2019,682,94638.77,103370.04,6.28,5.42,2418
871,22/05/2019,879,119455.84,104399.25,6.05,5.35,3328
872,23/05/2019,1124,132492.05,93696.84,5.3,5.7,3725
873,24/05/2019,1170,140719.77,93835.75,4.8,5.62,4208
874,25/05/2019,716,91384.57,92081.41,6.36,5.34,2631
875,26/05/2019,637,86529.66,91035.92,6.42,5.5,2461
876,27/05/2019,656,87842.42,93709.74,5.34,5.34,2392
877,28/05/2019,976,125527.01,114329.35,5.44,5.55,3310
878,29/05/2019,896,111864,112132.34,5.48,5.6,2438
879,30/05/2019,596,82039.04,100642.71,5.11,5.96,1928
880,31/05/2019,928,113624.19,106073.24,5.02,5.26,3068
881,1/6/2019,737,101399.63,94706.11,5.28,5.58,2493
882,2/6/2019,785,105322.84,85874.24,5.35,5.56,2734
883,3/6/2019,1053,126801.07,94269.16,5.51,5.41,2977
884,4/6/2019,629,87906.63,93033.2,5.17,5.26,1914
885,5/6/2019,873,121164.8,108820.18,5.44,5.26,2749
886,6/6/2019,873,107130.03,86081.66,5.79,5.44,2614
887,7/6/2019,923,123141.27,93162.27,5,5.47,3357
888,8/6/2019,794,104980.83,100116.63,5.1,5.65,2900
889,9/6/2019,665,92841.95,99229.98,6.08,5.61,1944
890,10/6/2019,571,80845.23,93766.69,5.67,5.65,1890
891,11/6/2019,661,87666.86,96041.65,5.66,5.65,1996
892,12/6/2019,716,95956.77,113036.27,5.56,5.36,2494
893,13/06/2019,989,126605.13,95955.49,6.02,5.58,3004
894,14/06/2019,732,95908.77,102474.87,5.5,5.69,2281
895,15/06/2019,587,83176.72,106262.1,6.04,5.64,1911
896,16/06/2019,644,90323.96,89124.87,5.57,5.64,2085
897,17/06/2019,820,111560.51,105107.81,5.34,5.35,2903
898,18/06/2019,866,116351.78,92837.1,5.24,5.7,2587
899,19/06/2019,602,81917.29,94349.02,4.37,5.38,1980
900,20/06/2019,812,98182.22,86614.64,5.26,5.65,2940
901,21/06/2019,718,87613.08,99121.75,4.57,6,2164
902,22/06/2019,683,92067.91,90092.9,5.44,5.67,2342
903,23/06/2019,881,111309.86,82840.89,5.3,5.7,3038
904,24/06/2019,743,99127.13,90478.65,5.73,5.29,2198
905,25/06/2019,840,102841.61,104928.12,6.07,5.72,3194
906,26/06/2019,877,113142.31,101781.07,5.57,5.4,2992
907,27/06/2019,809,99525.69,89735.19,5.84,5.13,2974
908,28/06/2019,688,94936.52,94197.95,5.41,5.48,2974
909,29/06/2019,891,107503.03,100389.05,6.2,5.62,2705
910,30/06/2019,941,106304.52,105613.25,5.57,5.91,3058
911,1/7/2019,903,113925.85,93784.24,6.07,5.57,3290
912,2/7/2019,786,103463.29,98597.8,5.35,5.54,2738
913,3/7/2019,899,115846.9,104016.54,6.16,5.34,3090
914,4/7/2019,803,98732.55,105714.37,5.04,5.56,2776
915,5/7/2019,702,92253.59,88956.54,5.8,5.36,2696
916,6/7/2019,1028,121452.94,95685.76,5.4,5.76,3570
917,7/7/2019,696,95006.83,79547.32,5.31,5.44,2403
918,8/7/2019,900,113906.78,98279.83,5.42,5.36,2820
919,9/7/2019,723,93803.64,104827.46,5.58,5.54,2431
920,10/7/2019,868,112339,98811.47,4.83,5.49,2581
921,11/7/2019,912,116544.01,98682.93,4.91,5.46,3637
922,12/7/2019,791,99942.23,94839.36,5.5,5.65,3325
923,13/07/2019,932,119005.4,95975.23,5.93,5.6,3108
924,14/07/2019,926,120458.4,95109.06,6.43,5.62,3262
925,15/07/2019,875,111518.62,80474.37,5.69,5.77,3056
926,16/07/2019,691,89503.78,80788.14,6.34,5.57,2965
927,17/07/2019,647,87827.16,88011.97,5.62,5.42,2203
928,18/07/2019,865,109847.06,95817.18,5.25,5.43,3141
929,19/07/2019,695,95052.9,97940.53,5.2,5.53,2185
930,20/07/2019,813,110911.54,99256.14,5.52,5.68,3005
931,21/07/2019,872,111680.45,88975.42,6.41,5.45,3215
932,22/07/2019,644,81828.69,99944.04,5.11,5.58,2336
933,23/07/2019,838,110751.82,104315.77,4.99,5.45,2864
934,24/07/2019,876,104398.18,91761.95,5.47,5.51,3064
935,25/07/2019,875,107384.16,90381.53,5.93,5.53,3001
936,26/07/2019,819,102182.36,100531.54,5.4,5.6,3056
937,27/07/2019,768,105716.63,104332.71,5.6,5.59,2013
938,28/07/2019,734,98147.23,90647.48,4.9,5.69,2547
939,29/07/2019,775,100467.08,99548.08,6.3,5.48,3072
940,30/07/2019,852,114101.4,95989.25,5.73,5.68,2556
941,31/07/2019,747,99219.71,91655.13,5.14,5.4,2368
942,1/8/2019,899,107368.61,99698.02,6.11,5.59,3423
943,2/8/2019,871,106180.84,94542.12,5.36,5.38,2778
944,3/8/2019,867,117294.41,102598.14,5.08,5.63,2784
945,4/8/2019,663,88739.9,87073.45,5.63,5.4,2569
946,5/8/2019,628,83904.32,98875.22,5.31,5.52,2103
947,6/8/2019,842,113268.13,89775.91,5.42,5.25,2989
948,7/8/2019,782,106643.54,107194.22,5.51,5.53,2287
949,8/8/2019,705,95306.58,109331.16,5.35,5.91,1879
950,9/8/2019,754,96979.94,99017.59,5.96,5.5,2224
951,10/8/2019,880,118211.61,104647.42,5.47,5.49,3332
952,11/8/2019,575,79811.22,109423.47,5.43,5.47,1817
953,12/8/2019,709,94395.78,98084.43,6.23,5.26,2642
954,13/08/2019,740,99417.22,98458.97,5.79,5.67,2426
955,14/08/2019,1088,138548.74,112253.17,5.12,5.35,3932
956,15/08/2019,676,94227.85,93614.74,5.35,5.39,2414
957,16/08/2019,792,109418.55,85419.97,4.63,5.32,2836
958,17/08/2019,610,83638.08,83953.76,5.37,5.36,2060
959,18/08/2019,569,79979.97,102776.15,6.45,5.55,2446
960,19/08/2019,861,116551.52,95222.62,4.97,5.68,3036
961,20/08/2019,970,122695.99,88024.72,5.34,5.75,3244
962,21/08/2019,687,91730.41,106085.72,4.99,5.6,2569
963,22/08/2019,630,88940.64,104155.45,5.48,5.64,2152
964,23/08/2019,835,112212.01,94927.51,6.88,5.48,3053
965,24/08/2019,653,90339.56,102471.94,6.22,5.41,1988
966,25/08/2019,809,103014.47,101306.83,5.54,5.51,2892
967,26/08/2019,730,100387.34,100919.8,5.49,5.7,2927
968,27/08/2019,776,104219.68,95225.62,5.35,5.75,2776
969,28/08/2019,846,115378.93,104289.86,5.44,5.54,2693
970,29/08/2019,941,118766.12,98209.17,6.69,5.75,3794
971,30/08/2019,680,93185.85,105334.38,5.53,5.57,2629
972,31/08/2019,776,105711.78,103758.58,5.54,5.63,2670
973,1/9/2019,880,117832.19,96726.55,5.96,5.77,3128
974,2/9/2019,633,87608.55,96166.8,5.69,5.39,2338
975,3/9/2019,984,118096.5,88183.73,4.08,5.16,3013
976,4/9/2019,824,109587.82,90970.7,5.09,5.36,2793
977,5/9/2019,920,111896.21,96845.58,5.69,6.01,2833
978,6/9/2019,730,99933.45,100352.34,5.33,5.67,2551
979,7/9/2019,777,108474.82,112190.73,6.07,5.44,2653
980,8/9/2019,599,84262.21,107326.91,4.9,5.54,1611
981,9/9/2019,948,123152.35,95416.96,5.48,5.57,3135
982,10/9/2019,610,83668.7,100312.87,6.36,5.34,2375
983,11/9/2019,770,100158.21,93437.24,6,5.45,3223
984,12/9/2019,780,110750.25,93976.4,5.43,5.13,2993
985,13/09/2019,702,91599.87,110731.29,5,5.62,1841
986,14/09/2019,700,94697.34,115430.06,5.25,5.64,1845
987,15/09/2019,727,97616.49,86674.48,4.85,5.3,2945
988,16/09/2019,748,101955.29,88905.13,6.06,5.66,2701
989,17/09/2019,827,110405.62,86318.05,5.8,5.42,2070
990,18/09/2019,940,121900.91,97010.82,6.05,5.48,3334
991,19/09/2019,792,102833.25,93012.6,5.06,5.44,2799
992,20/09/2019,857,109283.29,76853.15,6.21,5.66,2444
993,21/09/2019,812,107409.36,106394.27,6.14,5.67,2504
994,22/09/2019,903,113006.58,96764.03,5.2,5.73,3454
995,23/09/2019,875,114452.53,95320.59,5.22,5.68,3217
996,24/09/2019,816,105978.46,84583.89,5.04,5.13,2841
997,25/09/2019,859,111098.03,94852.17,6.23,5.61,2817
998,26/09/2019,981,112049.82,103091.69,5.32,5.75,2863
999,27/09/2019,894,108154.86,109880.43,4.97,5.34,2991
1000,28/09/2019,733,97713.94,92302.13,4.98,5.55,2466
1001,29/09/2019,863,107769.5,98215.29,4.62,5.72,2802
1002,30/09/2019,754,98644.76,96862.13,5.88,5.59,2676
1003,1/10/2019,813,111255.49,98967.69,5.26,5.63,2616
1004,2/10/2019,751,98672.64,86027.18,5.37,5.39,2788
1005,3/10/2019,779,102804.33,96776.76,5.2,5.41,2367
1006,4/10/2019,722,97404.17,74016.6,5.24,5.67,2748
1007,5/10/2019,839,99595.43,97908.02,4.63,5.68,3053
1008,6/10/2019,863,101364.13,96104.07,6.01,5.87,2652
1009,7/10/2019,649,87220.28,88022.34,5.81,5.75,2199
1010,8/10/2019,749,99666.58,101822.2,5.7,5.44,2839
1011,9/10/2019,777,105919.23,101404.1,5.93,5.24,2786
1012,10/10/2019,748,99906.48,92950.96,5.85,5.85,2837
1013,11/10/2019,637,83777.52,90136.11,5.89,5.53,2388
1014,12/10/2019,820,110319.58,92699.21,5.26,5.73,2803
1015,13/10/2019,904,118914.73,96317.46,5.21,5.76,3180
1016,14/10/2019,808,103068.52,97667.85,6.26,5.68,2914
1017,15/10/2019,1061,130009.12,93701.52,5.3,5.57,2678
1018,16/10/2019,789,100130.11,77388.84,5.16,5.27,3065
1019,17/10/2019,969,119648.32,109576.5,6.2,5.46,3641
1020,18/10/2019,800,105288.09,91719.41,5.05,5.27,2637
1021,19/10/2019,952,117620.98,84830.16,4.77,5.68,2897
1022,20/10/2019,915,117457.17,105716.23,5.33,5.48,2394
1023,21/10/2019,962,125694.59,91886.08,5.61,5.68,3150
1024,22/10/2019,1030,123258.64,98312.12,6.11,5.6,2909
1025,23/10/2019,952,125610.28,91045.4,6.11,5.54,3094
1026,24/10/2019,1030,127858.33,99227.97,4.88,5.22,3324
1027,25/10/2019,783,105532.38,95353.69,5.45,5.56,2563
1028,26/10/2019,811,108207.37,93934.35,5.93,5.59,3109
1029,27/10/2019,986,122368.97,94912.12,5.65,5.64,3583
1030,28/10/2019,603,83029.67,103485.69,5.06,5.54,2035
1031,29/10/2019,606,83252.83,96220.92,5.78,5.79,2038
1032,30/10/2019,836,105480.65,94353.57,5.39,5.35,2750
1033,31/10/2019,501,70474.8,97394.1,6.22,5.54,1788
1034,1/11/2019,653,87402.61,111625.67,6.02,5.63,2351
1035,2/11/2019,887,104540.1,98856.96,6.61,5.6,2795
1036,3/11/2019,678,94343.01,104696.22,6.54,5.51,2409
1037,4/11/2019,618,77133.39,102217.36,5.16,5.53,2071
1038,5/11/2019,766,103026.02,105950.77,5.08,5.67,2438
1039,6/11/2019,788,94324.93,96168.86,5.47,5.75,2096
1040,7/11/2019,757,103486.45,89180.67,5.83,5.5,2716
1041,8/11/2019,505,70772.89,113033.16,5.56,5.77,1486
1042,9/11/2019,756,101931.59,96875.5,5.66,5.85,2878
1043,10/11/2019,711,94034.82,99971.21,4.84,5.73,2653
1044,11/11/2019,490,66918.77,96942.59,6.06,5.45,1454
1045,12/11/2019,990,123107.59,75334.06,4.49,5.47,3366
1046,13/11/2019,829,110077.84,90598.54,6.14,5.31,2776
1047,14/11/2019,903,113389.78,103579.1,5.74,5.32,3394
1048,15/11/2019,765,102758.45,80480.81,5.23,5.48,2958
1049,16/11/2019,824,112736.79,106567.3,5.98,5.42,2989
1050,17/11/2019,962,123008.86,100126,4.92,5.13,2883
1051,18/11/2019,804,104448.19,107047.02,6.19,5.66,2546
1052,19/11/2019,984,120718.76,105996.64,5.4,5.25,3191
1053,20/11/2019,889,104360.9,90992.08,6.16,5.33,3144
1054,21/11/2019,733,97273.87,90940.01,5.05,5.22,2472
1055,22/11/2019,665,87882.88,84097.21,6.34,5.56,2131
1056,23/11/2019,639,86994.38,110807.59,4.86,5.79,2273
1057,24/11/2019,918,113763.25,100340.08,5.61,5.46,2671
1058,25/11/2019,1035,121475.64,101887.7,5.89,5.69,3805
1059,26/11/2019,644,85027.08,98733.19,5.16,5.44,1809
1060,27/11/2019,711,96218.8,99455.29,6.39,5.66,2288
1061,28/11/2019,698,92188.15,112205.77,5.98,5.23,2184
1062,29/11/2019,610,80098.12,97478.64,4.99,5.43,2076
1063,30/11/2019,1067,135862.56,111410.34,5.89,5.98,3694
1064,1/12/2019,855,117567.18,97613.31,6.06,5.27,3025
1065,2/12/2019,948,123578.33,105055.87,5.29,5.38,3096
1066,3/12/2019,923,124313.65,89023.56,6,5.34,3206
1067,4/12/2019,1073,137972.04,107495.57,5.33,5.69,3404
1068,5/12/2019,795,109586.39,109903.25,5.9,5.71,2581
1069,6/12/2019,870,117955.01,101507.16,5.08,5.82,2473
1070,7/12/2019,878,111900.02,95845.53,6.15,5.38,2981
1071,8/12/2019,947,114351.47,103265.06,5.23,5.47,3164
1072,9/12/2019,782,104201.42,100823.97,5.23,5.5,2656
1073,10/12/2019,724,98022.65,94890.2,5.97,5.77,2229
1074,11/12/2019,820,108463.49,104050.04,4.99,5.27,2956
1075,12/12/2019,769,108292.85,84342.08,5.74,5.68,2449
1076,13/12/2019,719,98419.11,100391.94,6.97,5.58,2825
1077,14/12/2019,701,96410.19,103614.9,5.09,5.47,2063
1078,15/12/2019,689,94646.57,101307.18,5.99,5.43,2616
1079,16/12/2019,810,107014.89,95149.52,5.62,5.8,2573
1080,17/12/2019,789,108631.37,90698.18,5.2,5.66,2669
1081,18/12/2019,724,99090.05,105504.78,5.55,5.67,2468
1082,19/12/2019,639,82542.04,95907.06,5.83,5.84,2252
1083,20/12/2019,934,125617.28,100213.14,5.69,5.46,3225
1084,21/12/2019,742,95567.14,86011.02,5.58,5.74,2277
1085,22/12/2019,852,107384.86,102845.86,5.35,5.56,2995
1086,23/12/2019,930,120796.17,93834.12,5.65,5.32,3504
1087,24/12/2019,804,110270.04,98931.77,6.58,5.55,3389
1088,25/12/2019,1007,130024.13,96532.38,5.69,5.5,3900
1089,26/12/2019,693,92801.34,110633.06,5.11,5.38,1892
1090,27/12/2019,454,63830.34,101556.91,6.45,5.48,1423
1091,28/12/2019,962,123574.84,84155.24,5.06,5.36,3203
1092,29/12/2019,732,98917.12,96022.18,6.11,5.73,2554
1093,30/12/2019,856,112658.8,97285.58,6.34,5.53,2276
1094,31/12/2019,739,94040.6,96200.5,4.94,5.8,2426
1095,1/1/2020,570,104334.09,132229.99,5.17,5.52,1381
1096,2/1/2020,796,138566.63,157521.77,4.52,5.61,2170
1097,3/1/2020,609,109990.78,160802.91,5.75,5.57,1717
1098,4/1/2020,811,144783.06,135333.63,5.88,5.53,2257
1099,5/1/2020,603,111878.87,144460.86,6.2,5.68,1670
1100,6/1/2020,942,165379.47,147567.93,5.54,5.42,2233
1101,7/1/2020,902,162930.76,140431.09,6.04,5.52,2335
1102,8/1/2020,742,134219.49,139161.55,5.6,5.52,2058
1103,9/1/2020,859,154495.7,153623.67,5.89,5.24,2081
1104,10/1/2020,582,108697.47,136129.88,5.52,5.65,1356
1105,11/1/2020,788,139335.96,143603.96,5.72,5.6,2180
1106,12/1/2020,702,122965.87,139181.27,4.55,5.33,1830
1107,13/01/2020,788,142369.27,140912.62,5.57,5.52,2143
1108,14/01/2020,749,131865.97,140511.03,5.51,5.31,1994
1109,15/01/2020,794,139443.78,151475.09,5.62,5.32,1906
1110,16/01/2020,879,155899.6,155390.48,5.44,5.48,2361
1111,17/01/2020,693,125307.95,149930.39,5.42,5.56,1678
1112,18/01/2020,934,163843.88,135221.74,5.83,5.73,2525
1113,19/01/2020,703,127000.01,156691.85,5.41,5.23,1997
1114,20/01/2020,455,87307.54,149763.71,6.02,5.64,1079
1115,21/01/2020,759,135297.58,144421.63,5.43,5.59,1890
1116,22/01/2020,768,140603.57,130800.12,4.64,5.67,1747
1117,23/01/2020,718,128957.47,146439.87,5.51,5.48,1853
1118,24/01/2020,693,122870.51,140390.22,5.27,5.54,1903
1119,25/01/2020,796,145384.2,152149.89,6.44,5.65,1827
1120,26/01/2020,611,107791.54,141839.84,5.44,5.77,1637
1121,27/01/2020,898,167052.17,123258.9,5.47,5.61,2675
1122,28/01/2020,862,153744.2,133567.95,5.25,5.64,2306
1123,29/01/2020,667,115105.1,149119.46,4.73,5.76,1698
1124,30/01/2020,830,154894.54,145443.07,5.4,5.58,2393
1125,31/01/2020,575,104360.09,138645.83,5.43,5.43,1584
1126,1/2/2020,668,122348.74,155127.45,4.51,5.62,1664
1127,2/2/2020,629,113274.84,148009.6,5.87,5.6,1537
1128,3/2/2020,644,115641.62,142280.46,5.43,5.52,1593
1129,4/2/2020,582,107308.84,135924.11,5.14,5.2,1673
1130,5/2/2020,519,95045.99,154419.47,6.18,5.47,1429
1131,6/2/2020,479,90080.19,158359.48,4.98,5.48,1362
1132,7/2/2020,733,133071.25,132515.11,4.98,5.3,1931
1133,8/2/2020,590,107637.09,153342.04,6.19,5.96,1673
1134,9/2/2020,614,109449.42,157551.57,4.71,5.31,1662
1135,10/2/2020,574,104263.76,138936.35,5.77,5.64,1377
1136,11/2/2020,602,110808.07,149270.29,4.67,5.51,1740
1137,12/2/2020,525,97984.88,131833.42,5.67,5.34,1281
1138,13/02/2020,650,119810.81,132046.52,6.16,5.61,1552
1139,14/02/2020,584,104516.56,148813.18,5.82,5.65,1352
1140,15/02/2020,578,107799.13,152394.6,5.93,5.49,1311
1141,16/02/2020,706,129502.92,122871.39,5.94,5.53,2135
1142,17/02/2020,477,89395.39,128710.16,4.84,5.3,1021
1143,18/02/2020,511,95368.99,165797.3,5.49,5.31,1455
1144,19/02/2020,597,112383.19,140360.38,6.28,5.74,1809
1145,20/02/2020,484,88500.46,130412.98,5.78,5.14,1209
1146,21/02/2020,545,101338.19,143201.43,5.59,5.41,1369
1147,22/02/2020,737,140706.61,144301.54,5.43,5.4,2094
1148,23/02/2020,616,111600.01,145649,5.02,5.5,1756
1149,24/02/2020,656,120511.26,143438.52,5.04,5.25,1676
1150,25/02/2020,681,127179.95,142023.61,5.89,5.57,2054
1151,26/02/2020,627,115397.09,143115.54,6.11,5.29,1422
1152,27/02/2020,556,99301.61,164272.78,5.8,5.51,1409
1153,28/02/2020,616,115813.65,148552.3,5.23,5.44,1616
1154,29/02/2020,737,132828.56,137770.5,5.33,5.49,2015
1155,1/3/2020,509,94617.68,168608.4,5.46,5.43,1220
1156,2/3/2020,558,103821.35,153268,6.29,5.62,1523
1157,3/3/2020,418,79452.22,145488.13,5.26,5.5,1158
1158,4/3/2020,418,77568.42,145695.41,4.88,5.3,1112
1159,5/3/2020,565,102900.97,157098.45,6.1,5.83,1822
1160,6/3/2020,436,80477.48,140049.82,4.64,5.67,1161
1161,7/3/2020,610,105763.24,145908.65,5.47,5.44,1483
1162,8/3/2020,483,88928.24,125756.09,5.26,5.54,1404
1163,9/3/2020,444,81537.62,154534.73,5.19,5.53,1129
1164,10/3/2020,460,83957.08,127063.11,5.51,5.29,1213
1165,11/3/2020,590,109719.45,135233.58,5.06,5.4,1420
1166,12/3/2020,493,90235.36,140810.88,5.62,5.46,1314
1167,13/03/2020,492,86320.66,133786.98,5.9,5.46,1357
1168,14/03/2020,451,85232.27,161022.93,4.64,5.51,1086
1169,15/03/2020,523,99243.56,143431.95,6.2,5.77,1229
1170,16/03/2020,434,81544.05,172861.13,5.3,5.58,1118
1171,17/03/2020,382,72804.14,144450.29,5.21,5.47,912
1172,18/03/2020,539,100751.44,137102.45,5.29,5.64,1586
1173,19/03/2020,496,87349.67,151139.21,5.52,5.47,1249
1174,20/03/2020,442,83705.98,144415.9,6.05,5.6,1270
1175,21/03/2020,424,83259.72,137331.16,5.78,5.55,1173
1176,22/03/2020,321,60624.37,149244.23,5.34,5.55,918
1177,23/03/2020,365,70671.67,148692.87,6.26,5.47,1062
1178,24/03/2020,491,90994,140837.59,5.74,5.5,1371
1179,25/03/2020,558,102014.76,148245.1,5.64,5.5,1829
1180,26/03/2020,399,73318.09,135922.14,5.93,5.24,1066
1181,27/03/2020,472,91484.14,146138.66,5.04,5.36,1288
1182,28/03/2020,596,105763.07,145079.35,3.87,5.16,1621
1183,29/03/2020,521,91519.07,142827.18,6.11,5.61,1380
1184,30/03/2020,575,108879.03,153211.53,5.92,5.33,1890
1185,31/03/2020,510,91247,151428.75,5.32,5.49,1230
1186,1/4/2020,0,0,147120.78,5.85,5.58,0
1187,2/4/2020,0,0,110805.88,4.92,5.83,0
1188,3/4/2020,0,0,154262.7,5.31,5.34,0
1189,4/4/2020,0,0,144391.4,5.27,5.42,0
1190,5/4/2020,0,0,155151.9,5.93,5.45,0
1191,6/4/2020,0,0,167898.75,5.93,5.79,0
1192,7/4/2020,0,0,138043.66,5.96,5.41,0
1193,8/4/2020,0,0,154213.27,5.74,5.48,0
1194,9/4/2020,0,0,150185.35,5.01,5.53,0
1195,10/4/2020,0,0,122234.81,5.44,5.67,0
1196,11/4/2020,0,0,166712.18,5.4,5.58,0
1197,12/4/2020,0,0,134480.39,5.33,5.4,0
1198,13/04/2020,0,0,165040.86,4.57,5.76,0
1199,14/04/2020,0,0,155206.15,5.65,5.54,0
1200,15/04/2020,0,0,141920.77,5.76,5.53,0
1201,16/04/2020,0,0,167034.25,5.19,5.54,0
1202,17/04/2020,0,0,126738.66,5.15,5.5,0
1203,18/04/2020,0,0,126265.68,6.54,5.49,0
1204,19/04/2020,0,0,116069.83,5.89,5.64,0
1205,20/04/2020,0,0,128578.88,5.18,5.15,0
1206,21/04/2020,0,0,133945.18,6.11,5.54,0
1207,22/04/2020,0,0,163834.17,5.32,5.75,0
1208,23/04/2020,0,0,129795.5,6.19,5.7,0
1209,24/04/2020,0,0,156078.39,5,5.37,0
1210,25/04/2020,0,0,121436.9,5.71,5.31,0
1211,26/04/2020,0,0,121715.81,5.86,5.46,0
1212,27/04/2020,0,0,130154.55,5.8,5.7,0
1213,28/04/2020,0,0,141689.84,6.43,5.55,0
1214,29/04/2020,0,0,151948.34,5.5,5.64,0
1215,30/04/2020,0,0,158754.79,5.28,5.37,0
1216,1/5/2020,0,0,142136.18,4.82,5.34,0
1217,2/5/2020,0,0,134695.18,5.42,5.43,0
1218,3/5/2020,0,0,159500.14,5.2,5.68,0
1219,4/5/2020,0,0,142887.15,4.66,5.62,0
1220,5/5/2020,0,0,161946.47,5.6,5.58,0
1221,6/5/2020,0,0,141435.23,5.69,5.46,0
1222,7/5/2020,0,0,158646.31,5.65,5.49,0
1223,8/5/2020,0,0,154465.81,5.22,5.47,0
1224,9/5/2020,0,0,136337.62,5.55,5.8,0
1225,10/5/2020,0,0,157497.75,5.97,5.73,0
1226,11/5/2020,0,0,160222.24,5.46,5.5,0
1227,12/5/2020,0,0,144048.79,5.73,5.72,0
1228,13/05/2020,0,0,159967.72,5.88,5.4,0
1229,14/05/2020,0,0,164530.09,5.77,5.7,0
1230,15/05/2020,0,0,165245.55,5.23,5.51,0
1231,16/05/2020,0,0,155404.16,5.52,5.21,0
1232,17/05/2020,0,0,157443.31,5.74,5.55,0
1233,18/05/2020,0,0,160514.7,5.53,5.5,0
1234,19/05/2020,0,0,159603.46,5.68,5.37,0
1235,20/05/2020,0,0,153419.29,5.56,5.47,0
1236,21/05/2020,0,0,158860.11,5.79,5.37,0
1237,22/05/2020,0,0,146844.92,5.61,5.64,0
1238,23/05/2020,0,0,145437.56,5.87,5.43,0
1239,24/05/2020,0,0,133409.01,5.12,5.17,0
1240,25/05/2020,0,0,126795.29,5.48,5.45,0
1241,26/05/2020,0,0,137794.55,5.19,5.53,0
1242,27/05/2020,0,0,122895.09,5.18,5.61,0
1243,28/05/2020,0,0,142435.75,5.24,5.67,0
1244,29/05/2020,0,0,149905.84,5.58,5.61,0
1245,30/05/2020,0,0,147538.24,5.6,5.7,0
1246,31/05/2020,0,0,142028.92,5.72,5.66,0
1247,1/6/2020,180,36261.78,168430.98,2.18,5.77,510
1248,2/6/2020,164,35457.3,127648.13,2.216,5.85,432
1249,3/6/2020,135,28986.34,132216,2.376,5.37,326
1250,4/6/2020,144,28835.21,156359.55,2.264,5.79,421
1251,5/6/2020,164,33578.4,135070.13,1.872,5.56,438
1252,6/6/2020,196,40362.56,142616.73,2.04,5.96,465
1253,7/6/2020,208,37059.5,151021.52,2.404,5.56,575
1254,8/6/2020,157,29835.3,124616.34,2.392,5.39,422
1255,9/6/2020,173,35037.11,133422.83,2.072,5.33,442
1256,10/6/2020,221,44306.51,149938.44,2.184,5.28,464
1257,11/6/2020,198,37520.15,162994.65,2.148,5.7,511
1258,12/6/2020,198,38065.52,164226.86,2.3,5.6,497
1259,13/06/2020,174,34918.49,129131.02,2.536,5.68,448
1260,14/06/2020,224,43043.5,165865.49,2.176,5.73,507
1261,15/06/2020,158,30481.82,146724.31,1.912,5.71,391
1262,16/06/2020,154,32429.25,137660.79,2.032,5.15,389
1263,17/06/2020,183,35477.99,136017.18,2.304,5.41,478
1264,18/06/2020,188,38995.16,153379.98,1.848,5.51,472
1265,19/06/2020,163,33261.84,144356.74,2.236,5.61,478
1266,20/06/2020,198,38957.2,140723.54,2.064,5.87,510
1267,21/06/2020,171,32822.14,156306.62,2.12,5.46,495
1268,22/06/2020,212,41409.5,153830.65,2.396,5.38,533
1269,23/06/2020,163,29628.35,131680.45,2.084,5.67,338
1270,24/06/2020,173,32526.69,142194.72,2.592,5.3,384
1271,25/06/2020,227,40933.54,147804.7,2.112,5.52,556
1272,26/06/2020,158,32993.03,139152.61,2.104,5.77,384
1273,27/06/2020,216,43126.69,136636.95,2.376,5.69,548
1274,28/06/2020,192,34743.19,143037.92,2.312,5.58,509
1275,29/06/2020,194,38760.56,157612.73,2.308,5.51,526
1276,30/06/2020,203,41921.7,140840.41,2.228,5.61,424
1277,1/7/2020,355,65211.45,165321.77,3.462,5.47,908
1278,2/7/2020,240,45284.23,137756.93,3.57,5.43,539
1279,3/7/2020,275,55335.87,161736.8,3.144,5.49,697
1280,4/7/2020,329,60906.62,159956.64,3.006,5.73,718
1281,5/7/2020,257,47658.29,144707.28,3.504,5.69,696
1282,6/7/2020,328,60227.64,127177.67,3.348,5.73,794
1283,7/7/2020,331,62381.12,144265.73,2.892,5.79,850
1284,8/7/2020,295,57443.98,128552.25,3.786,5.83,725
1285,9/7/2020,195,36971.23,149341.87,3.75,5.34,506
1286,10/7/2020,272,51223.2,140670.1,3.39,5.54,713
1287,11/7/2020,264,49784.72,139184.86,3.468,5.44,647
1288,12/7/2020,304,56972.49,152765.85,2.946,5.54,772
1289,13/07/2020,308,57408.36,164612.07,3.246,5.39,831
1290,14/07/2020,282,52910.02,151310.62,3.144,5.4,830
1291,15/07/2020,297,59079.19,156387.31,3.546,5.3,682
1292,16/07/2020,256,52379.92,155770.85,3.21,5.33,733
1293,17/07/2020,324,60553.67,151730.11,3.624,5.38,758
1294,18/07/2020,316,60657.7,129113.67,2.694,5.71,820
1295,19/07/2020,315,57567.03,128509.95,3.324,5.74,798
1296,20/07/2020,308,59526.1,130591.2,3.414,5.51,875
1297,21/07/2020,303,57849.65,155298.77,3.342,5.63,724
1298,22/07/2020,284,59111.77,143773.2,3.126,5.3,703
1299,23/07/2020,257,47667.66,169000.99,3.462,5.7,593
1300,24/07/2020,328,61788.88,147701.62,3.108,5.6,924
